out_type,raw
waveSigHeight,"waveSigHeight AROUND 4,5 FALLING 4.0"
waveMaxHeight,waveMaxHeight AROUND 6.5 FALLING 6.5
wind10M,wind10M W-WSW 18-22
wind50M,wind50M W-WSW 22-28
wind10M,"wind10M SSE-SE 12-16 BECOMING CYCLONIC VARIABLE 10 OR LESS THIS EVENING, FRESHENING NW 14-18 LATER"
wind50M,"wind50M SSE-SE 15-20 BECOMING CYCLONIC VARIABLE 12 OR LESS THIS EVENING, FRESHENING NW 17-22 LATER"
wind10M,wind10M W-SW 12-15 BACKING AND INCREASING SE-S 18-22 OVERNIGHT
wind50M,wind50M W-SW 15-18 BACKING AND INCREASING SE-S 22-28 OVERNIGHT
waveSigHeight,waveSigHeight AROUND 1.5 RISING 2.0-2.5
waveMaxHeight,waveMaxHeight AROUND 2.5 RISING 3.0-4.0
wind10M,wind10M SW 14-18 BACKING SSW AND RISING 20-24 TONIGHT
wind50M,wind50M SW 18-23 BACKING SSW AND RISING 25-30 TONIGHT
waveSigHeight,waveSigHeight 1.5-2.0 RISING 2.0-2.5 TONIGHT
waveMaxHeight,waveMaxHeight 2.5-3.0 RISING 3.0-4.0 TONIGHT
wavePeriod,"wavePeriod SEA 4-6, SWELL 7-8"
wind10M,wind10M NNW-N 22-28 GUSTS 38 GRADUALLY EASING N'LY 14-18
wind50M,wind50M NNW-N 27-35 GUSTS 45 GRADUALLY EASING N'LY 18-22
waveSigHeight,waveSigHeight 3.0-3.5 GRADUALLY FALLING 2.5-3.0
waveMaxHeight,waveMaxHeight 5.0-5.5 GRADUALLY FALLING 4.0-5.0
wavePeriod,wavePeriod SEA: 4-6 SWELL: 9-11
waveSigHeight,waveSigHeight AROUND 3.0 GRADUALLY RISING 4.5-5.0
waveMaxHeight,waveMaxHeight AROUND 5.0 GRADUALLY RISING 7.5-8.0
wind10M,"wind10M SSW-SW 16-20 GRADUALLY VEERING/EASING SW 10-15 THIS EVENING, DECREASING LESS THAN 08 BY MORNING"
wind50M,"wind50M SSW-SW 20-25 GRADUALLY VEERING/EASING SW 12-18 THIS EVENING, DECREASING LESS THAN 10 BY MORNING"
waveSigHeight,waveSigHeight AROUND 1.5 GRADUALLY FALLING 0.5-1.0 BY MORNING
waveMaxHeight,waveMaxHeight AROUND 2.5 GRADUALLY FALLING 1.0-1.5 BY MORNING
wavePeriod,wavePeriod SEA: 5-6 FALLING 3-4 BY MORNING
wind10M,"wind10M NE  8 OR LESS, BECOMING SE"
wind50M,"wind50M NE 10 OR LESS, BECOMING SE"
waveSigHeight,waveSigHeight AROUND 3.0 FALLING 2.5-3.0
waveMaxHeight,waveMaxHeight AROUND 5.0 FALLING 4.0-5.0
wind10M,wind10M N'LY 12-18 BACKING NW 15-20 BY MIDNIGHT
wind50M,wind50M N'LY 15-22 BACKING NW 18-25 BY MIDNIGHT
waveSigHeight,waveSigHeight AROUND 1.5 RISING 2.0-2.5 BY MORNING
waveMaxHeight,waveMaxHeight AROUND 2.5 RISING 3.0-4.0 BY MORNING
wavePeriod,wavePeriod SEA: 4-5 SWELL: 7-9
wind10M,wind10M S 10-14
wind50M,wind50M S 12-18
wavePeriod,"wavePeriod SEA 3-4, SWELL 10"
wind10M,wind10M N-NNE 15-20 INCREASING 22-28 OVERNIGHT
wind50M,wind50M N-NNE 18-25 INCREASING 28-35 OVERNIGHT
waveSigHeight,waveSigHeight AROUND 1.5 RISING 3.0-3.5
waveMaxHeight,waveMaxHeight AROUND 2.5 RISING 5.0-5.5
wind10M,wind10M MAINLY N-NE 18-22
wind50M,wind50M MAINLY N-NE 22-28
waveSigHeight,waveSigHeight 2.5-3.0 BECOMING MAINLY 3.0 AT TIMES
waveMaxHeight,waveMaxHeight 4.0-5.0 BECOMING MAINLY 5.0 AT TIMES
wind10M,wind10M NE-ENE 08-12
wind50M,wind50M NE-ENE 10-15
wavePeriod,wavePeriod MAINLY 5-7 NNE SWELL
wind10M,"wind10M W-SW 10-15 EASING 6-10, VEERING W-NW 12-18 LATER"
wind50M,"wind50M W-SW 12-18 EASING 8-12, VEERING W-NW 15-22 LATER"
wind10M,wind10M S-SE 18-22 INCREASING 25-30 GUSTS 40
wind50M,wind50M S-SE 22-28 INCREASING 30-38 GUSTS 50
waveSigHeight,waveSigHeight AROUND 4.0 FALLING 3.0-3.5 FOR A TIME LATER RISING 3.5-4.0
waveMaxHeight,waveMaxHeight AROUND 6.5 FALLING 5.0-5.5 FOR A TIME LATER RISING 5.5-6.5
wind10M,wind10M W-NW 20-25 EASING NW 12-18 TONIGHT
wind50M,wind50M W-NW 25-32 EASING NW 15-22 TONIGHT
waveSigHeight,waveSigHeight 3.5-4.5 BECOMING 3.0 OVERNIGHT
waveMaxHeight,waveMaxHeight 5.5-7.0 BECOMING 5.0 OVERNIGHT
wind10M,wind10M SW 12-18 BACKING/INCREASING SSE 40-45 GUSTS 55 BY MORNING
wind50M,wind50M SW 15-22 BACKING/INCREASING SSE 50-55 GUSTS 65 BY MORNING
waveSigHeight,waveSigHeight AROUND 2.0 RISING 5.5-6.5 BY MORNING
waveMaxHeight,waveMaxHeight AROUND 3.0 RISING 9.0-10.5 BY MORNING
wavePeriod,wavePeriod 5-7 RISING 9-12
wind10M,wind10M S-SE 15-20 INCREASING 20-25 OVERNIGHT
wind50M,wind50M S-SE 18-25 INCREASING 25-30 OVERNIGHT
waveSigHeight,waveSigHeight 1.5-2.0 RISING 2.0-2.5
waveMaxHeight,waveMaxHeight 2.5-3.0 RISING 3.0-4.0
wind10M,wind10M SSW 8-12 BACKING SSE AND RISING 18-22 THIS EVENING THEN RISING 22-26 BY END OF PERIOD
wind50M,wind50M SSW 10-15 BACKING SSE AND RISING 23-28 THIS EVENING THEN RISING 28-33 BY END OF PERIOD
waveSigHeight,"waveSigHeight 1.5-2.0 RISING 2.0-2.5, LOCALLY 2.5-3.0 TONIGHT"
waveMaxHeight,"waveMaxHeight 2.5-3.0 RISING 3.0-4.0, LOCALLY 3.0-4.0 TONIGHT"
wavePeriod,"wavePeriod SEA 3 RISING 5-7, SWELL 7-8"
wind10M,wind10M NNE 10-14 LOCALLY 14-18 AT FIRST
wind50M,wind50M NNE 12-18 LOCALLY 18-23 AT FIRST
waveSigHeight,waveSigHeight 2.5 GRADUALLY FALLING 1.5-2.0
waveMaxHeight,waveMaxHeight 4.0 GRADUALLY FALLING 2.5-3.0
wavePeriod,"wavePeriod SEA 3-4, SWELL 9-10"
wind10M,wind10M N-NNE 30-35 GUSTS 48 EASING 25-30 LATER
wind50M,wind50M N-NNE 38-45 GUSTS 58 EASING 30-38 LATER
waveSigHeight,waveSigHeight AROUND 5.5 FALLING AROUND 4.0
waveMaxHeight,waveMaxHeight AROUND 9.5 FALLING AROUND 6.5
wind10M,wind10M S-SE  8 OR LESS INCREASING GRADUALLY SE-ESE 12-16 OVERNIGHT
wind50M,wind50M S-SE 10 OR LESS INCREASING GRADUALLY SE-ESE 15-20 OVERNIGHT
waveSigHeight,waveSigHeight 0.5-1.0 RISING 1.0-1.5 OVERNIGHT
waveMaxHeight,waveMaxHeight 1.0-1.5 RISING 1.5-2.5 OVERNIGHT
wind10M,wind10M S-SE  8 OR LESS INCREASING GRADUALLY 12-18
wind50M,wind50M S-SE 10 OR LESS INCREASING GRADUALLY 15-22
wind10M,"wind10M WNW 22-26 INCREASING 30-34 THIS EVENING, VEERING NW 34-38 AROUND MIDNIGHT, AND NNW 35-40 GUSTS 50 BY MORNING"
wind50M,"wind50M WNW 27-33 INCREASING 38-44 THIS EVENING, VEERING NW 44-48 AROUND MIDNIGHT, AND NNW 45-50 GUSTS 60 BY MORNING"
waveSigHeight,waveSigHeight 2.5-3.0 RISING 6.0-7.0 BY MORNING
waveMaxHeight,waveMaxHeight 4.0-5.0 RISING 9.5-11.0 BY MORNING
wind10M,wind10M SSE 10-14
wind50M,wind50M SSE 12-18
wind10M,wind10M N-NE 12-18 FALLING 10 OR LESS THIS EVENING AND VEERING S-SE LATER
wind50M,wind50M N-NE 15-22 FALLING 12 OR LESS THIS EVENING AND VEERING S-SE LATER
waveSigHeight,waveSigHeight 2.0-2.5 WITH NNE SWELL FALLING TO 1.0-1.5
waveMaxHeight,waveMaxHeight 3.0-4.0 WITH NNE SWELL FALLING TO 1.5-2.5
wind10M,wind10M ENE-NE 08-13 BACKING NNE 12-18 LATER
wind50M,wind50M ENE-NE 10-17 BACKING NNE 15-22 LATER
waveSigHeight,waveSigHeight 1.0-1.5 RISING MAINLY NEAR 1.5 LATER
waveMaxHeight,waveMaxHeight 1.5-2.5 RISING MAINLY NEAR 2.5 LATER
wind10M,wind10M W-NW 22-28 EASING 15-20 BY MORNING
wind50M,wind50M W-NW 28-35 EASING 18-25 BY MORNING
waveSigHeight,"waveSigHeight 2.0-2.5 RISING 3.0, LATER FALLING 2.5-3.0"
waveMaxHeight,"waveMaxHeight 3.0-4.0 RIISNG 5.0, LATER FALLING 4.0-5.0"
windconf,windconf LOW - UNCERTAINTY ABOUT DEPTH OF LOW
wind10M,wind10M S'LY 18-22 GUSTS 32 GRADUALLY BACKING SE 12-18
wind50M,wind50M S'LY 22-28 GUSTS 40 GRADUALLY BACKING SE 15-22
waveSigHeight,waveSigHeight 4.0-5.0 FALLING AROUND 2.5 BY EARLY MORNING
waveMaxHeight,waveMaxHeight 6.5-8.0 FALLING AROUND 4.0 BY EARLY MORNING
wavePeriod,wavePeriod 9-11 SSE SWELL BECOMING WSW 7-9
wind10M,wind10M N-NW 10-15 DECREASING TO 10 OR LESS
wind50M,wind50M N-NW 12-18 DECREASING TO 12 OR LESS
waveSigHeight,waveSigHeight 2.5-3.0 WITH WNW SWELL
waveMaxHeight,waveMaxHeight 4.0-5.0 WITH WNW SWELL
wind10M,wind10M SSW 22-28 INCREASING 26-30 GUSTS 40
wind50M,wind50M SSW 27-35 INCREASING 32-38 GUSTS 48
waveSigHeight,waveSigHeight 5.0-6.0 FALLING AROUND 4.5 BY MIDNIGHT
waveMaxHeight,waveMaxHeight 8.0-9.5 FALLING AROUND 7.0 BY MIDNIGHT
wind10M,wind10M SE 12-18 BACKING SE-ESE
wind50M,wind50M SE 15-22 BACKING SE-ESE
wind10M,wind10M SSE 32-36 GUSTS 45 DECREASING 22-26 TONIGHT
wind50M,wind50M SSE 40-45 GUSTS 55 DECREASING 28-33 TONIGHT
waveSigHeight,waveSigHeight 3.5-4.0 RISING 4.0-4.5 FOR A TIME THEN FALLING 3.0-3.5 LATER
waveMaxHeight,waveMaxHeight 5.5-6.5 RISING 6.5-7.0 FOR A TIME THEN FALLING 5.0-5.5 LATER
wavePeriod,"wavePeriod SEA 7-8 FALLING 5-6, SWELL 9-10"
wind10M,wind10M N-NNE 18-22 EASING 12-15 OVERNIGHT
wind50M,wind50M N-NNE 22-28 EASING 15-18 OVERNIGHT
waveSigHeight,waveSigHeight AROUND 3.0 FALLING 2.0-2.5
waveMaxHeight,waveMaxHeight AROUND 5.0 FALLING 3.0-4.0
wind10M,"wind10M SE 15-20 INCREASING SE-E 22-28 GUSTS 38, VEERING SE-S 18-22 LATER"
wind50M,"wind50M SE 18-25 INCREASING SE-E 28-35 GUSTS 48, VEERING SE-S 22-28 LATER"
waveMaxHeight,waveMaxHeight 2.5-3.0 RISING AROUND 5.0
wind10M,wind10M S-SE 15-20 INCREASING GRADUALLY 32-38
wind50M,wind50M S-SE 18-25 INCREASING GRADUALLY 40-48
waveSigHeight,waveSigHeight 3.0-3.5 RISING GRADUALLY AROUND 5.0
waveMaxHeight,waveMaxHeight 5.0-5.5 RISING GRADUALLY AROUND 8.0
wavePeriod,wavePeriod 7-13
wind10M,"wind10M N'LY 30-34 GUSTS 45 BACKING NNW 16-20 BY MIDNIGHT, THEN W'LY 18-22 BY MORMING"
wind50M,"wind50M N'LY 38-43 GUSTS 55 BACKING NNW 20-25 BY MIDNIGHT, THEN W'LY 22-28 BY MORMING"
waveSigHeight,waveSigHeight 6.0-7.0 FALLING 4.5-5.0 BY MORNING
waveMaxHeight,waveMaxHeight 9.5-11.0 FALLING 7.0-8.0 BY MORNING
wind10M,wind10M S 8-12
wind50M,wind50M S 10-15
wavePeriod,"wavePeriod SEA 3-4, SWELL 7-8"
wind10M,wind10M N-NNE 25-30 EASING 20-25 OVERNIGHT
wind50M,wind50M N-NNE 30-38 EAISNG 25-30 OVERNIGHT
waveMaxHeight,waveMaxHeight AROUND 6.5 FALLING 5.0
wind10M,wind10M S'LY 25-30 EASING LATER TO S-SW 20-25
wind50M,wind50M S'LY 32-38 EASING LATER TO S-SW 25-32
waveSigHeight,waveSigHeight 2.0-2.5 BECOMING 3.0 POSSIBLY 3.0-3.5 AT TIMES
waveMaxHeight,waveMaxHeight 3.0-4.0 BECOMING 5.0 POSSIBLY 5.0-5.5 AT TIMES
wind10M,"wind10M NNE 12-16 BACKING N'LY 16-20 GUSTS 30 BY MIDNIGHT, THEN EASING 12-16 BY MORNING"
wind50M,"wind50M NNE 15-20 BACKING N'LY 20-25 GUSTS 35 BY MIDNIGHT, THEN EASING 15-22 BY MORNING"
waveSigHeight,waveSigHeight AROUND 1.5 RISING 1.5-2.0 BY MIDNIGHT
waveMaxHeight,waveMaxHeight AROUND 2.5 RISING 2.5-3.0 BY MIDNIGHT
wavePeriod,wavePeriod SEA: 4-5 SWELL: N'LY 7-8
wind10M,wind10M W-SW 10 OR LESS VEERING LATER TO NW 15-20
wind50M,wind50M W-SW 12 OR LESS VEERING LATER TO NW 20-25
waveSigHeight,waveSigHeight 2.0-2.5 BECOMING 1.5-2.0
waveMaxHeight,waveMaxHeight 3.0-4.0 BECOMING 2.5-3.0
wind10M,wind10M SW 10-15 STEADILY RISING S-SW 28-32
wind50M,wind50M SW 12-18 STEADILY RISING S-SW 35-40
waveSigHeight,waveSigHeight 1.5-2.0 BECOMING 2.5-3.0 OVERNIGHT
waveMaxHeight,waveMaxHeight 2.5-3.0 BECOMING 4.0-5.0 OVERNIGHT
wind10M,wind10M S-SW 15-20 BECOMING 18-22
wind50M,wind50M S-SW 20-25 BECOMING 22-28
waveSigHeight,waveSigHeight 4.0-5.0 WITH SW SWELL SLOWLY EASING 3.0-3.5
waveMaxHeight,waveMaxHeight 6.5-8.0 WITH SW SWELL SLOWLY EASING 5.0-5.5
wavePeriod,"wavePeriod 5-6 WIND WAVE, 11-13 SWELL"
wind10M,wind10M SE-S 12-16
wind50M,wind50M SE-S 15-20
wind10M,wind10M SE 14-18 RISING 26-30 TONIGHT THEN EASING 20-24 BY END OF PERIOD
wind50M,wind50M SE 18-23 RISING 33-38 TONIGHT THEN EASING 25-30 BY END OF PERIOD
waveSigHeight,"waveSigHeight 3.0-3.5 RISING 3.5-4.0, LOCALLY 4.0-4.5 FOR A TIME"
waveMaxHeight,"waveMaxHeight 5.0-5.5 RISING 5.5-6.5, LOCALLY 6.5-7.0 FOR A TIME"
wavePeriod,"wavePeriod SEA 4-5 RISING 5-7, SWELL 9-10"
wind10M,wind10M NE 12-16 SOON VEERING SE 10 OR LESS THEN VEERING SW BY 0000
wind50M,wind50M NE 15-20 SOON VEERING SE 12 OR LESS THEN VEERING SW BY 0000
waveSigHeight,waveSigHeight 2.0 GRADUALLY FALLING 1.5
waveMaxHeight,waveMaxHeight 3.0 GRADUALLY FALLING 2.5
wavePeriod,"wavePeriod SEA 4 FALLING 3, SWELL 10-11"
wind10M,wind10M SW 24-28 GUSTS 36 DECREASING AND BACKING S 16-20 AFTER MIDNIGHT
wind50M,wind50M SW 30-35 GUSTS 45 DECREASING AND BACKING S 20-25 AFTER MIDNIGHT
waveSigHeight,waveSigHeight 4.0-5.0 SLOWLY FALLING AROUND 3.0
waveMaxHeight,waveMaxHeight 6.5-8.0 SLOWLY FALLING AROUND 5.0
wavePeriod,"wavePeriod SEA 6-7 FALLING 4, SWELL 10-12"
wind10M,wind10M E-NE 06-12
wind50M,wind50M E-NE 07-15
waveSigHeight,waveSigHeight AROUND 0.5 RISING 0.5-1.0 LATER
wavePeriod,wavePeriod SEA: 2-4 SWELL: NNE-NE 5-7
wind10M,wind10M VARIABLE 5-10 BECOMING SE AND RISING 14-18 LATER TONIGHT
wind50M,wind50M VARIABLE 6-12 BECOMING SE AND RISING 18-23 LATER TONIGHT
wavePeriod,"wavePeriod SEA 2-3 BECOMING 4-5, SWELL 7-8"
wind10M,"wind10M SSE 24-28 GUSTS 38, FROM MIDNIGHT VEERING/EASING SSW 20-24"
wind50M,"wind50M SSE 30-35 GUSTS 45, FROM MIDNIGHT VEERING/EASING SSW 25-30"
waveSigHeight,"waveSigHeight AROUND 4.0, AFTER MIDNIGHT FALLING NEAR 3.5 BY MORNING"
waveMaxHeight,"waveMaxHeight AROUND 6.5, AFTER MIDNIGHT FALLING NEAR 5.5 BY MORNING"
wind10M,"wind10M NE 16-20 BACKING NW 24-28 GUSTS 36 BY EVENING, EASING 20-24 BY MIDNIGHT THEN BACKING WSW 10-14 BY 0600"
wind50M,"wind50M NE 20-25 BACKING NW 30-35 GUSTS 45 BY EVENING, EASING 25-30 BY MIDNIGHT THEN BACKING WSW 12-18 BY 0600"
waveSigHeight,waveSigHeight 4.5-5.0 FALLING 3.5-4.0 TONIGHT
waveMaxHeight,waveMaxHeight 7.0-8.0 FALLING 5.5-6.5 TONIGHT
wavePeriod,"wavePeriod SEA 4-6, SWELL 10-12"
wind10M,wind10M S-SE 12-18 INCREASING GRADUALLY SE 30-35 GUSTS 45 OVERNIGHT
wind50M,wind50M S-SE 15-22 INCREASING GRADUALLY SE 38-45 GUSTS 55 OVERNIGHT
waveSigHeight,waveSigHeight AROUND 1.5 GRADUALLY RISING AROUND 3.5
waveMaxHeight,waveMaxHeight AROUND 2.5 GRADUALLY RISING AROUND 5.5
wind10M,wind10M S-SE 40-45 WITH GUSTS TO 55 SOON VEERING AND EASING S-SW 20-25. BACKING LATER S'LY 22-28
wind50M,wind50M S-SE 50-55 WITH GUSTS TO 65 SOON VEERING AND EASING S-SW 25-32. BACKING LATER S'LY 28-35
waveSigHeight,waveSigHeight 8.0-10.0 FALLING OVERNIGHT TO 3.5-4.5
waveMaxHeight,waveMaxHeight 13.0-16.0 FALLING OVERNIGHT TO 5.5-7.0
wind10M,"wind10M NW 12-15 BACKING W LESS THAN 08 SOON, THEN S'LY 08-12 BY MIDNIGHT, FRESHENING 15-20 BY MORNING"
wind50M,"wind50M NW 15-18 BACKING W LESS THAN 10 SOON, THEN S'LY 10-15 BY MIDNIGHT, FRESHENING 18-25 BY MORNING"
waveSigHeight,waveSigHeight AROUND 1.0 RISING NEAR 1.5 LATER
waveMaxHeight,waveMaxHeight AROUND 1.5 RISING NEAR 2.5 LATER
wavePeriod,wavePeriod SEA: 2-5 SWELL: 6-7 WSW AT FIRST
wind10M,wind10M W 16-20 VEERING NW 20-24 TONIGHT THEN RISING 26-30 GUSTS 38 LATER
wind50M,wind50M W 20-25 VEERING NW 25-30 TONIGHT THEN RISING 33-38 GUSTS 46 LATER
waveSigHeight,waveSigHeight 2.0-2.5 RISING 3.5-4.0 LATER
waveMaxHeight,waveMaxHeight 3.0-4.0 RISING 5.5-6.5 LATER
wavePeriod,wavePeriod 5-7 RISING 7-9
wind10M,wind10M N-NE  8 OR LESS INCREASING 12-18 GUSTS 28 AT TIMES IN OR NEAR SHOWERS
wind50M,wind50M N-NE 10 OR LESS INCREASING 15-22 GUSTS 35 AT TIMES IN OR NEAR SHOWERS
wind10M,"wind10M WSW 12-16 BACKING SW 20-24 THIS EVENING, BACKING SSW 26-30 LATER IN THE NIGHT"
wind50M,"wind50M WSW 15-20 BACKING SW 25-30 THIS EVENING, BACKING SSW 33-38 LATER IN THE NIGHT"
waveSigHeight,waveSigHeight 1.0-1.5 RISING 2.5-3.0
waveMaxHeight,waveMaxHeight 1.5-2.5 RISING 4.0-5.0
wavePeriod,wavePeriod 4-6 RISING 6-8
wind10M,wind10M S-SE 10-15 EASING 8-12 FOR A TIME. LATER S'LY. GUSTS TO 25 IN SHOWERS
wind50M,wind50M S-SE 12-18 EASING 10-15 FOR A TIME. LATER S'LY. GUSTS TO 30 IN SHOWERS
waveSigHeight,waveSigHeight MAINLY 2.0-2.5
waveMaxHeight,waveMaxHeight MAINLY 3.0-4.0
wind10M,wind10M S'LY 22-28 SOON VEERING W-SW 25-30 WITH GUSTS TO 38
wind50M,wind50M S'LY 28-35 SOON VEERING W-SW 32-38 WITH GUSTS TO 46
wind50M,wind50M S-SE 15-18
waveSigHeight,waveSigHeight 1.0-1.5 GRADUALLY RISING 1.5-2.0
waveMaxHeight,waveMaxHeight 1.5-2.5 GRADUALLY RISING 2.5-3.0
wind10M,"wind10M SSW 22-26 RISING 26-30 TONIGHT, GUSTS 38 IN SHOWERS"
wind50M,"wind50M SSW 28-33 RISING 33-38 TONIGHT, GUSTS 46 IN SHOWERS"
waveSigHeight,waveSigHeight 3.5-4.0 FALLING 3.0-3.5 THIS AFTERNOON
waveMaxHeight,waveMaxHeight 5.5-6.5 FALLING 5.0-5.5 THIS AFTERNOON
wind10M,wind10M E'LY LESS THAN 10 BACKING NNE AND FRESHENING 16-20 BY MORNING
wind50M,wind50M E'LY LESS THAN 12 BACKING NNE AND FRESHENING 20-25 BY MORNING
waveSigHeight,waveSigHeight 1.0-1.5 GRADUALLY RISING 1.5-2.0 BY MORNING
waveMaxHeight,waveMaxHeight 1.5-2.5 GRADUALLY RISING 2.5-3.0 BY MORNING
wind10M,wind10M S'LY 10 OR LESS BACKING S-SE 18-22 THIS EVENING THEN VEERING IN THE EARLY HOURS TO W-SW 15-20
wind50M,wind50M S'LY 12 OR LESS BACKING S-SE 22-28 THIS EVENING THEN VEERING IN THE EARLY HOURS TO W-SW 20-25
waveSigHeight,waveSigHeight AROUND 1.5 BECOMING 1.5-2.0 THIS EVENING
waveMaxHeight,waveMaxHeight AROUND 2.5 BECOMING 2.5-3.0 THIS EVENING
wind10M,"wind10M VARIABLE  8 OR LESS, BECOMING S-SW 10-15 OVERNIGHT"
wind50M,"wind50M VARIABLE 10 OR LESS, BECOMING S-SW 12-18 OVERNIGHT"
waveSigHeight,waveSigHeight AROUND 1.5 COFUSED SEA/DECAYING N SWELL
waveMaxHeight,waveMaxHeight AROUND 2.5 COFUSED SEA/DECAYING N SWELL
wind10M,"wind10M S-SW 18-22 EASING 15-18, BACKING S-SSE 18-22 LATER"
wind50M,"wind50M S-SW 22-28 EASING 18-22, BACKING S-SSE 22-28 LATER"
waveSigHeight,"waveSigHeight AROUND 2.5 FALLING 2.0, LATER RISING 2.5-3.0"
waveMaxHeight,"waveMaxHeight AROUND 4.0 FALLING 3.0, LATER RISING 4.0-5.0"
wind10M,wind10M S-SE 38-42 GUSTS 55 EASING GRADUALLY S 28-32 OVERNIGHT
wind50M,wind50M S-SE 48-52 GUSTS 65 EASING GRADUALLY S 35-40 OVERNIGHT
waveSigHeight,waveSigHeight 7.0--8.0 FALLING AROUND 6.0
waveMaxHeight,waveMaxHeight 11.0-13.0 FALLING AROUND 9.5
wind10M,wind10M NE 20-25 GUSTS 35
wind50M,wind50M NE 25-30 GUSTS 45
wind10M,wind10M SW 12-18 EASING 8-12 AND LATER BECOMING CYCLONIC VARIABLE 10 OR LESS
wind50M,wind50M SW 15-22 EASING 10-15 AND LATER BECOMING CYCLONIC VARIABLE 12 OR LESS
waveSigHeight,waveSigHeight 2.0-2.5 DECREASING TO 1.0-1.5
waveMaxHeight,waveMaxHeight 3.0-4.0 DECREASING TO 1.5-2.5
wind10M,wind10M W-NW 10 OR LESS BACKING S'LY OVERNIGHT
wind50M,wind50M W-NW 12 OR LESS BACKING S'LY OVERNIGHT
waveSigHeight,waveSigHeight 1.0-1.5 BECOMING MAINLY 1.5
waveMaxHeight,waveMaxHeight 1.5-2.5 BECOMING MAINLY 2.5
wind10M,wind10M E-SE 12-18 INCREASING 20-25 BY MIDNIGHT
wind50M,wind50M E-SE 15-22 INCREASING 25-32 BY MIDNIGHT
waveSigHeight,waveSigHeight 2.0-2.5 RISING NEAR 3.0 BY MORNING
waveMaxHeight,waveMaxHeight 3.0-4.0 RISING NEAR 5.0 BY MORNING
wind10M,wind10M S-SW 28-32 SOON VEERING AND EASING W-SW 20-25 THEN STEADILY BACKING SW 25-30 BY END OF PERIOD
wind50M,wind50M S-SW 35-40 SOON VEERING AND EASING W-SW 25-32 THEN STEADILY BACKING SW 32-38 BY END OF PERIOD
waveSigHeight,waveSigHeight 3.0-3.5 FALLING 2.5-3.0 THIS EVENING
waveMaxHeight,waveMaxHeight 5.0-5.5 FALLING 4.0-5.0 THIS EVENING
wind10M,wind10M S-SE 22-28 RISING 28-32 FOR A TIME. LATER 25-30
wind50M,wind50M S-SE 28-35 RISING 35-40 FOR A TIME. LATER 32-38
waveSigHeight,waveSigHeight 2.5-3.5 BECOMING 3.5-4.0
waveMaxHeight,waveMaxHeight 4.0-5.5 BECOMING 5.5-6.5
wind10M,wind10M SE 24-28 VEERING SSE 28-32 GUSTS 40 TONIGHT
wind50M,wind50M SE 30-35 VEERING SSE 35-40 GUSTS 50 TONIGHT
waveMaxHeight,waveMaxHeight 6.5-8.0
wind10M,wind10M N-NW 10-14 SLOWLY EASING 5-10
wind50M,wind50M N-NW 12-18 SLOWLY EASING 6-12
waveSigHeight,waveSigHeight 1.0-1.5 SLOWLY FALLING 0.5-1.0
waveMaxHeight,waveMaxHeight 1.5-2.5 SLOWLY FALLING 1.0-1.5
wavePeriod,"wavePeriod SEA 3-4, SWELL 7 BECOMING 6"
wind10M,"wind10M S-SSE 22-28 INCEASING 28-32 DURING THE EVENING, VEERING AND EASING S-SW 12-18 LATER"
wind50M,"wind50M S-SSE 28-35 INCEASING 35-40 DURING THE EVENING, VEERING AND EASING S-SW 15-22 LATER"
waveSigHeight,"waveSigHeight AROUND 3.0 RISING 4.0-4.5, LATER FALLING AROUND 3.5"
waveMaxHeight,"waveMaxHeight AROUND 5.0 RISING 6.5-7.5, LATER FALLING AROUND 5.5"
wind10M,wind10M N-NNE 30-35 GUSTS 48 EASING 28-32 GUSTS 45 LATER
wind50M,wind50M N-NNE 38-44 GUSTS 58 EASING 35-40 GUSTS 55 LATER
waveMaxHeight,waveMaxHeight AROUND 8.0 RISING 9.5-10.5
wind10M,wind10M S-SE 32-38 RISING 35-40 FOR A TIME WITH GUSTS TO 50. LATER FALLING TO 30-35
wind50M,wind50M S-SE 40-48 RISING 45-50 FOR A TIME WITH GUSTS TO 60. LATER FALLING TO 38-44
waveSigHeight,waveSigHeight 4.5-5.5 RISING 6.0-7.0 POSSIBLY 7.0-7.5 FOR A TIME
waveMaxHeight,waveMaxHeight 7.0-8.5 RISING 9.5-11.0 POSSIBLY 11.0-12.0 FOR A TIME
wavePeriod,wavePeriod 8-10 BECOMING 10-12
wind10M,wind10M MAINLY W-NW 10 OR LESS
wind50M,wind50M MAINLY W-NW 12 OR LESS
wind10M,wind10M E-SE  8-12 INCREASING 12-16 AT TIMES
wind50M,wind50M E-SE 10-15 INCREASING 15-20 AT TIMES
wind10M,wind10M N'LY 8-12 RISING 12-18 FOR A TIME. LATER N-NW 10-15
wind50M,wind50M N'LY 10-15 RISING 15-22 FOR A TIME. LATER N-NW 12-18
waveSigHeight,waveSigHeight 1.5-2.0 BECOMING 1.0-1.5 LATER
waveMaxHeight,waveMaxHeight 2.5-3.0 BECOMING 1.5-2.5 LATER
wind10M,wind10M ENE 08-12
wind50M,wind50M ENE 10-15
waveSigHeight,waveSigHeight 2.0-2.5 MAINLY N'LY SWELL
waveMaxHeight,waveMaxHeight 3.0-4.0 MAINLY N'LY SWELL
wavePeriod,wavePeriod MAINLY 9-11 SWELL
wind10M,wind10M S-SW 12-18 SOON VEERING W-SW 15-20
wind50M,wind50M S-SW 15-22 SOON VEERING W-SW 20-25
